,type,start,end,text,label,name
13181,text,13368,13449,"Okay, I will tell you in my head that 25% are from Mexico, 75% are
     immigrant","Call Centers,  demographics",Beto
13182,text,3171,4110,"I've been to a lot of call centers, a lot. Tell me about it, you can ask me
     about the call centers, the things I’ve done, the accounts. I've been to a
     MasterCard, Kohls, I've even sold packages for cable TV, all those things.
     You get to learn too. That's one of the advantages because you're learning
     too, because you're managing money, people's money, you actually get to
     know. I mean, on my end, that's what I've learned. I don't talk bad about
     the call centers. I learned a lot. I never, well, in the States I never had
     a credit card due to the fact that I was an illegal immigrant. But here I
     have been managing people's credit cards, and it's like, ""Oh, I didn't know
     about this."" I mean, right now I'm in a call center where you lease phones.
     I was surprised about leasing phones. I never heard about leasing phones. I
     heard about leasing TVs, leasing cars, but phones?
 
 
    ","Call Centers, Learning English,  Adapting",Beto
13183,text,5168,5172,Abay,"Call Centers, Learning English,  Adapting",Beto
13184,text,2466,3085,"I'm pretty sure the call centers are doing their best to help us out, but I
     don't know. It is very difficult. You're actually waiting to see what's
     going to happen. Every time you go to a call center, you wait to see what's
     going to happen next. Okay, I'm here right now. This is a good account. I'm
     getting my money, but what if it moves? For us it's difficult because, as
     being in this business, I think it is a business, I got to invest my time
     and I’ve got to save money because I don't know what's going to happen
     next. That's why I've been in so many call centers here.
 
 
    ","Return to Mexico, Jobs/employment/work, Occupation, Call Centers",Beto
13185,text,221,1555,"Well, a call center is a great place. I have nothing to say bad about call
     centers because basically you're in the process of making money. Right? But
     as I mentioned before, for me to get stuck in a call center is a dead-end
     point. You don't go farther than what you're expecting to. This I learned,
     maybe I didn't also tell you about the story that I have encountered all
     over the call centers, which got me to getting my own business, a small
     little business, which is like a little grocery store. I found out that
     every time I used to go to a call center, I used to go down the stairs, try
     to get something to eat, a snack, and I saw this guy selling a lot of stuff
     down there. I used to give them almost like 50 pesos every time I went down
     to eat. That's when I was like, ""Okay, what am I doing here? They're making
     more money than I'm making, and they're just here for a couple hours.""
     That's one of the things I actually encountered in the call centers. You're
     there for eight hours. Nowadays, you don't get your lunch paid, which is
     like, it's another hour extra of your life because you have to travel two
     hours from your house all the way to work and then you have to travel back
     two hours from work to your house. It's very difficult.
 
 
    ","Return to Mexico, Jobs/employment/work, Call Centers, Jobs/employment/work, Call Centers, Dead end, Return to Mexico, Small business owner, Opportunity",Beto
13186,text,4,10,Isabel,PERSON,Zayuri
13187,text,136,138,US,GPE,Zayuri
13188,text,170,176,Zayuri,PERSON,Zayuri
13189,text,451,473,almost three years ago,DATE,Zayuri
13190,text,699,705,Isabel,PERSON,Zayuri
13191,text,728,730,US,GPE,Zayuri
13192,text,761,767,Zayuri,PERSON,Zayuri
13193,text,825,827,17,DATE,Zayuri
13194,text,843,865,a couple of good years,DATE,Zayuri
13195,text,867,882,like five years,DATE,Zayuri
13196,text,891,897,Isabel,PERSON,Zayuri
13197,text,921,937,those five years,DATE,Zayuri
13198,text,1046,1048,US,GPE,Zayuri
13199,text,1057,1063,Zayuri,PERSON,Zayuri
13200,text,1214,1220,Isabel,PERSON,Zayuri
13201,text,1264,1270,Zayuri,PERSON,Zayuri
13202,text,1615,1625,40 minutes,TIME,Zayuri
13203,text,1710,1729,"10
   minutes later",TIME,Zayuri
13204,text,1768,1773,today,DATE,Zayuri
13205,text,1960,1966,Isabel,PERSON,Zayuri
13206,text,2002,2008,Zayuri,PERSON,Zayuri
13207,text,2047,2052,first,ORDINAL,Zayuri
13208,text,2063,2075,20 years old,DATE,Zayuri
13209,text,2104,2106,17,DATE,Zayuri
13210,text,2135,2137,10,DATE,Zayuri
13211,text,2192,2198,Isabel,PERSON,Zayuri
13212,text,2279,2285,Zayuri,PERSON,Zayuri
13213,text,2399,2405,Isabel,PERSON,Zayuri
13214,text,2492,2498,Zayuri,PERSON,Zayuri
13215,text,2603,2620,a chill afternoon,TIME,Zayuri
13216,text,2760,2766,Isabel,PERSON,Zayuri
13217,text,2788,2794,Zayuri,PERSON,Zayuri
13218,text,2868,2874,Isabel,PERSON,Zayuri
13219,text,2906,2912,Zayuri,PERSON,Zayuri
13220,text,2947,2953,Isabel,PERSON,Zayuri
13221,text,3066,3072,Zayuri,PERSON,Zayuri
13222,text,3125,3131,Isabel,PERSON,Zayuri
13223,text,3148,3154,Zayuri,PERSON,Zayuri
13224,text,3194,3200,Isabel,PERSON,Zayuri
13225,text,3264,3270,Zayuri,PERSON,Zayuri
13226,text,3489,3495,Isabel,PERSON,Zayuri
13227,text,3547,3553,Zayuri,PERSON,Zayuri
13228,text,3610,3616,Isabel,PERSON,Zayuri
13229,text,3643,3649,Zayuri,PERSON,Zayuri
13230,text,4106,4112,Mexico,GPE,Zayuri
13231,text,4441,4447,Isabel,PERSON,Zayuri
13232,text,4547,4553,Zayuri,PERSON,Zayuri
13233,text,4568,4574,Isabel,PERSON,Zayuri
13234,text,4635,4637,US,GPE,Zayuri
13235,text,4730,4736,Zayuri,PERSON,Zayuri
13236,text,4771,4777,Isabel,PERSON,Zayuri
13237,text,4869,4875,Zayuri,PERSON,Zayuri
13238,text,5000,5006,Isabel,PERSON,Zayuri
13239,text,5024,5030,Zayuri,PERSON,Zayuri
13240,text,5235,5241,Isabel,PERSON,Zayuri
13241,text,5523,5529,Zayuri,PERSON,Zayuri
13242,text,5619,5626,English,LANGUAGE,Zayuri
13243,text,5631,5638,Spanish,LANGUAGE,Zayuri
13244,text,5685,5691,German,LANGUAGE,Zayuri
13245,text,5701,5707,a year,DATE,Zayuri
13246,text,5765,5773,Duolingo,PRODUCT,Zayuri
13247,text,5829,5832,One,CARDINAL,Zayuri
13248,text,5850,5859,Zacatecas,GPE,Zayuri
13249,text,5890,5896,German,NORP,Zayuri
13250,text,5948,5954,German,NORP,Zayuri
13251,text,5963,5969,Zayuri,PERSON,Zayuri
13252,text,6043,6052,Zacatecas,GPE,Zayuri
13253,text,6533,6539,Isabel,PERSON,Zayuri
13254,text,6559,6565,German,LANGUAGE,Zayuri
13255,text,6574,6580,Zayuri,PERSON,Zayuri
13256,text,6599,6606,Spanish,LANGUAGE,Zayuri
13257,text,6779,6786,Ireland,GPE,Zayuri
13258,text,6842,6849,Ireland,GPE,Zayuri
13259,text,6883,6890,Germany,GPE,Zayuri
13260,text,6945,6949,five,CARDINAL,Zayuri
13261,text,6966,6974,Duolingo,ORG,Zayuri
13262,text,7089,7095,German,LANGUAGE,Zayuri
13263,text,7245,7251,Isabel,PERSON,Zayuri
13264,text,7264,7270,Zayuri,PERSON,Zayuri
13265,text,7532,7538,Isabel,PERSON,Zayuri
13266,text,7791,7793,US,GPE,Zayuri
13267,text,7802,7808,Zayuri,PERSON,Zayuri
13268,text,7823,7829,Isabel,PERSON,Zayuri
13269,text,7901,7907,Zayuri,PERSON,Zayuri
13270,text,8063,8068,Latin,NORP,Zayuri
13271,text,8072,8077,Black,NORP,Zayuri
13272,text,8156,8162,Isabel,PERSON,Zayuri
13273,text,8197,8203,Zayuri,PERSON,Zayuri
13274,text,8329,8336,Spanish,LANGUAGE,Zayuri
13275,text,8429,8435,Isabel,PERSON,Zayuri
13276,text,8531,8537,Zayuri,PERSON,Zayuri
13277,text,8634,8641,Cynthia,PERSON,Zayuri
13278,text,9403,9409,Isabel,PERSON,Zayuri
13279,text,9469,9475,Mexico,GPE,Zayuri
13280,text,9531,9537,Zayuri,PERSON,Zayuri
13281,text,9630,9632,18,DATE,Zayuri
13282,text,9645,9648,one,CARDINAL,Zayuri
13283,text,9731,9737,Mexico,GPE,Zayuri
13284,text,9932,9938,Isabel,PERSON,Zayuri
13285,text,9998,10004,Zayuri,PERSON,Zayuri
13286,text,10019,10025,Isabel,PERSON,Zayuri
13287,text,10122,10128,Zayuri,PERSON,Zayuri
13288,text,10158,10164,Isabel,PERSON,Zayuri
13289,text,10239,10245,Zayuri,PERSON,Zayuri
13290,text,10275,10281,Isabel,PERSON,Zayuri
13291,text,10318,10330,12 years old,DATE,Zayuri
13292,text,10339,10345,Zayuri,PERSON,Zayuri
13293,text,10596,10603,Mexican,NORP,Zayuri
13294,text,10819,10825,Isabel,PERSON,Zayuri
13295,text,10880,10886,Zayuri,PERSON,Zayuri
13296,text,10911,10917,Isabel,PERSON,Zayuri
13297,text,10942,10948,Zayuri,PERSON,Zayuri
13298,text,11462,11468,Isabel,PERSON,Zayuri
13299,text,11502,11508,Zayuri,PERSON,Zayuri
13300,text,11840,11846,Isabel,PERSON,Zayuri
13301,text,11937,11954,the United States,GPE,Zayuri
13302,text,12011,12013,US,GPE,Zayuri
13303,text,12125,12131,Zayuri,PERSON,Zayuri
13304,text,12205,12207,18,DATE,Zayuri
13305,text,12219,12225,Mexico,GPE,Zayuri
13306,text,12711,12717,Isabel,PERSON,Zayuri
13307,text,12738,12744,Zayuri,PERSON,Zayuri
13308,text,12881,12887,Mexico,GPE,Zayuri
13309,text,12992,13001,Zacatecas,GPE,Zayuri
13310,text,13119,13125,Isabel,PERSON,Zayuri
13311,text,13154,13160,Zayuri,PERSON,Zayuri
13312,text,13533,13539,Isabel,PERSON,Zayuri
13313,text,13724,13730,Zayuri,PERSON,Zayuri
13314,text,13743,13749,Isabel,PERSON,Zayuri
13315,text,13762,13768,Zayuri,PERSON,Zayuri
13316,text,13795,13801,Isabel,PERSON,Zayuri
13317,text,13829,13835,Isabel,PERSON,Zayuri
13318,text,13837,13842,Anita,PERSON,Zayuri
13319,text,13857,13863,Zayuri,PERSON,Zayuri
13320,text,13865,13870,Anita,PERSON,Zayuri
13321,text,14217,14223,Isabel,PERSON,Zayuri
13322,text,14398,14404,Zayuri,PERSON,Zayuri
13323,text,14419,14425,Isabel,PERSON,Zayuri
13324,text,14452,14458,Mexico,GPE,Zayuri
13325,text,14653,14655,US,GPE,Zayuri
13326,text,14705,14711,Zayuri,PERSON,Zayuri
13327,text,15142,15150,10:00 PM,TIME,Zayuri
13328,text,15376,15382,Zayuri,PERSON,Zayuri
13329,text,15436,15451,"a couple of
   ",DATE,Zayuri
13330,text,15463,15482,like two months ago,DATE,Zayuri
13331,text,15503,15517,That whole day,DATE,Zayuri
13332,text,15642,15645,two,CARDINAL,Zayuri
13333,text,15819,15837,"like four
   years",DATE,Zayuri
13334,text,15865,15868,one,CARDINAL,Zayuri
13335,text,16055,16061,Zayuri,PERSON,Zayuri
13336,text,16194,16202,that day,DATE,Zayuri
13337,text,16702,16708,Zayuri,PERSON,Zayuri
13338,text,16822,16826,9:00,TIME,Zayuri
13339,text,17139,17145,Isabel,PERSON,Zayuri
13340,text,17150,17162,the same day,DATE,Zayuri
13341,text,17171,17177,Zayuri,PERSON,Zayuri
13342,text,17851,17857,Isabel,PERSON,Zayuri
13343,text,17894,17900,Zayuri,PERSON,Zayuri
13344,text,18599,18605,Zayuri,PERSON,Zayuri
13345,text,19080,19086,Isabel,PERSON,Zayuri
13346,text,19127,19133,Zayuri,PERSON,Zayuri
13347,text,19367,19378,the morning,TIME,Zayuri
13348,text,19410,19421,the morning,TIME,Zayuri
13349,text,19603,19609,Isabel,PERSON,Zayuri
13350,text,19694,19696,US,GPE,Zayuri
13351,text,19778,19784,Zayuri,PERSON,Zayuri
13352,text,19863,19869,Mexico,GPE,Zayuri
13353,text,19999,20005,Isabel,PERSON,Zayuri
13354,text,20126,20132,Zayuri,PERSON,Zayuri
13355,text,20170,20176,Isabel,PERSON,Zayuri
13356,text,20236,20242,Mexico,GPE,Zayuri
13357,text,20310,20314,U.S.,GPE,Zayuri
13358,text,20399,20405,Zayuri,PERSON,Zayuri
13359,text,20714,20731,the United States,GPE,Zayuri
13360,text,20835,20841,Isabel,PERSON,Zayuri
13361,text,20884,20890,Zayuri,PERSON,Zayuri
13362,text,20994,21000,Isabel,PERSON,Zayuri
13363,text,21055,21059,U.S.,GPE,Zayuri
13364,text,21069,21075,Mexico,GPE,Zayuri
13365,text,21109,21115,Zayuri,PERSON,Zayuri
13366,text,21151,21157,Zayuri,PERSON,Zayuri
13367,text,21193,21200,Spanish,LANGUAGE,Zayuri
13368,text,21282,21289,English,LANGUAGE,Zayuri
13369,text,21294,21301,Spanish,LANGUAGE,Zayuri
13370,text,21484,21501,the United States,GPE,Zayuri
13371,text,21526,21532,German,NORP,Zayuri
13372,text,21688,21700,"30
   minute",TIME,Zayuri
13373,text,21812,21818,Isabel,PERSON,Zayuri
13374,text,21833,21839,Zayuri,PERSON,Zayuri
13375,text,21858,21864,Isabel,PERSON,Zayuri
13376,text,21896,21903,Mexican,NORP,Zayuri
13377,text,21907,21915,American,NORP,Zayuri
13378,text,21917,21937,"the United
   States",GPE,Zayuri
13379,text,21938,21946,American,NORP,Zayuri
13380,text,21964,21970,Zayuri,PERSON,Zayuri
13381,text,22145,22153,American,NORP,Zayuri
13382,text,22180,22187,Mexican,NORP,Zayuri
13383,text,22377,22384,Mexican,NORP,Zayuri
13384,text,22402,22408,Isabel,PERSON,Zayuri
13385,text,22443,22449,Zayuri,PERSON,Zayuri
13386,text,22492,22499,Spanish,LANGUAGE,Zayuri
13387,text,22574,22591,the United States,GPE,Zayuri
13388,text,22646,22682,"Dia de los Muertos [All
   Souls Day",DATE,Zayuri
13389,text,22789,22795,Isabel,PERSON,Zayuri
13390,text,22977,22983,Zayuri,PERSON,Zayuri
13391,text,23603,23609,Isabel,PERSON,Zayuri
13392,text,23774,23780,Zayuri,PERSON,Zayuri
13393,text,23788,23790,16,DATE,Zayuri
13394,text,23798,23800,16,DATE,Zayuri
13395,text,24405,24411,Zayuri,PERSON,Zayuri
13396,text,25435,25441,Isabel,PERSON,Zayuri
13397,text,25455,25461,Zayuri,PERSON,Zayuri
13398,text,25710,25716,Isabel,PERSON,Zayuri
13399,text,25797,25803,Zayuri,PERSON,Zayuri
13400,text,25818,25824,Isabel,PERSON,Zayuri
13401,text,25836,25840,days,DATE,Zayuri
13402,text,25873,25879,Zayuri,PERSON,Zayuri
13403,text,26315,26321,Isabel,PERSON,Zayuri
13404,text,26361,26367,Zayuri,PERSON,Zayuri
13405,text,26623,26633,40 degrees,QUANTITY,Zayuri
13406,text,26957,26963,Isabel,PERSON,Zayuri
13407,text,27029,27035,Zayuri,PERSON,Zayuri
13408,text,27079,27085,Isabel,PERSON,Zayuri
13409,text,27123,27129,Zayuri,PERSON,Zayuri
13410,text,27142,27148,Isabel,PERSON,Zayuri
13411,text,27177,27183,Zayuri,PERSON,Zayuri
13412,text,27248,27254,Isabel,PERSON,Zayuri
13413,text,27287,27293,Zayuri,PERSON,Zayuri
13414,text,27335,27341,Isabel,PERSON,Zayuri
13415,text,27418,27424,Zayuri,PERSON,Zayuri
13416,text,27444,27450,Isabel,PERSON,Zayuri
13417,text,27521,27527,Zayuri,PERSON,Zayuri
13418,text,27552,27557,first,ORDINAL,Zayuri
13419,text,28020,28026,Isabel,PERSON,Zayuri
13420,text,28087,28093,Zayuri,PERSON,Zayuri
13421,text,28116,28133,the United States,GPE,Zayuri
13422,text,28174,28187,two years ago,DATE,Zayuri
13423,text,28201,28209,Rosalind,PERSON,Zayuri
13424,text,28589,28595,Isabel,PERSON,Zayuri
13425,text,28615,28621,Zayuri,PERSON,Zayuri
13426,text,28669,28675,Isabel,PERSON,Zayuri
13427,text,28693,28699,Zayuri,PERSON,Zayuri
13428,text,29014,29020,Isabel,PERSON,Zayuri
13429,text,29128,29134,Zayuri,PERSON,Zayuri
13430,text,29215,29221,Lupita,PERSON,Zayuri
13431,text,29259,29264,Cholo,PERSON,Zayuri
13432,text,29655,29661,Zayuri,PERSON,Zayuri
13433,text,30155,30161,Isabel,PERSON,Zayuri
13434,text,30184,30190,Zayuri,PERSON,Zayuri
13435,text,30488,30494,Isabel,PERSON,Zayuri
13436,text,30569,30575,Zayuri,PERSON,Zayuri
13437,text,30813,30819,Isabel,PERSON,Zayuri
13438,text,30839,30845,Zayuri,PERSON,Zayuri
13439,text,30865,30871,Isabel,PERSON,Zayuri
13440,text,31108,31115,Mexican,NORP,Zayuri
13441,text,31144,31146,US,GPE,Zayuri
13442,text,31382,31388,Mexico,GPE,Zayuri
13443,text,31413,31419,Zayuri,PERSON,Zayuri
13444,text,31434,31440,Isabel,PERSON,Zayuri
13445,text,31499,31505,Zayuri,PERSON,Zayuri
13446,text,31863,31869,Isabel,PERSON,Zayuri
13447,text,32070,32078,American,NORP,Zayuri
13448,text,32085,32092,Mexican,NORP,Zayuri
13449,text,32103,32110,Mexican,NORP,Zayuri
13450,text,32117,32125,American,NORP,Zayuri
13451,text,32208,32214,Zayuri,PERSON,Zayuri
13452,text,32542,32559,the United States,GPE,Zayuri
13453,text,32836,32853,the United States,GPE,Zayuri
13454,text,33020,33026,Isabel,PERSON,Zayuri
13455,text,33080,33086,Zayuri,PERSON,Zayuri
13456,text,33101,33107,Isabel,PERSON,Zayuri
13457,text,33215,33221,Zayuri,PERSON,Zayuri
13458,text,33506,33511,first,ORDINAL,Zayuri
13459,text,33691,33700,next week,DATE,Zayuri
13460,text,33725,33731,Isabel,PERSON,Zayuri
13461,text,33779,33785,Zayuri,PERSON,Zayuri
13462,text,34434,34442,McDonald,ORG,Zayuri
13463,text,34538,34546,00:40:08,TIME,Zayuri
13464,text,170,890,"Zayuri: Okay. I was around 12 years old when we got there. I remember that
   I was excited because my dad told us that we were going to be better there,
   that we were going to have more stability and things like that, you know,
   the usual stuff that they tell you. I got here almost three years ago when
   I was around 17, 18. It was really hard because I didn't understand what
   was happening, not fully. I knew that it was because it was better for the
   family, but I did get very angry at the beginning, but—
 
 
   Isabel: When you went to the US or when you came back?
 
 
   Zayuri: When I came back, I was really angry because I was like 17. So, it
   was a couple of good years, like five years.
 
 
  ","States, First impressions, Return to Mexico,  Upset",Zayuri
13465,text,32208,33019,"Zayuri: It's annoying definitely because it downgrades you. It's like
   you're not enough for anyone apparently. Especially in my family, they
   treat you like—they don't even want to listen to it. For example, my
   grandma, the one that is here, she's so annoyed by the whole thing. She
   thinks that all the family that went to the United States and came back ...
   She's like, ""Ugh, now they think that they have seen the whole world, and
   now they think that they're better than us."" It's like, ""Okay. So, I can't
   even talk to you about this, right?"" And don't even try to mention that you
   miss something about the United States, because she's going to be like,
   ""Well, go right there. Go back. What are you doing in here?"" I was like,
   ""Yeah, that's the same thing that I question.""
 
 
  ","Time in the US, Discrimination/stigmatization, Profiling, Xenophobia, Racism",Zayuri
13466,text,30184,30487,"Zayuri: With the mom. I think I'm going to have a very imagination, so I
   was like, ""I am going to get a portrait of her, but not a realistic one
   because they feel horrible. They don't last anything."" So, I was like,
   ""Yeah, I'm going to get it in a traditional way,"" and that's what I go.
 
 
  ","Time in the US, Tattoos, Meaning",Zayuri
13467,text,29128,30154,"Zayuri: Yeah. This one is actually quite funny to explain because my
   father, he has Lupita written out on his arm in this gaudy Cholo letters.
   My father, he also has tattoos, but they're like the green type you see,
   the kinds of ones that you see on people who just got out of prison. I have
   asked him, ""Have you ever been to prison?"" And he's like, ""No."" I was like,
   ""Where do you got those tattoos?"" ""In the studio."" They don't look like
   studio tattoos to me. They look green, green and all bloated.
 
 
   Zayuri: But he has Lupita in this arm, and I always told my mom, ""When I'm
   older, I am going to get your name. I am going to get something, something
   related to you."" She was like, ""No, don't do that."" She doesn't like
   tattoos. She even cried when my father got that because she was really
   upset about it. She was like, ""Why did you did that?"" So, it was like,
   ""Okay, I can't copy my dad's tattoo. I'm not that unoriginal."" I was like,
   ""I don't want to get the heart shape.""
 
 
  ","Time in the US, Tattoos, Meaning, Family",Zayuri
13468,text,28693,29013,"Zayuri: They just changed the eye color because he didn't listen to me. I
   gave him the photo, and he was like, ""You know what? We should put her with
   yellow eyes. That will really bring out the color."" I was like, ""No. I
   think we should stick to the colors on the picture."" But he didn't listen
   to me.
 
 
  ","Time in the US, Tattoos, Meaning",Zayuri
13469,text,28087,28588,"Zayuri: Yeah. She's still in the United States. She's trying to get here. I
   met her two years ago. Her name is Rosalind. She did help me out a lot of
   times, but I didn't want to go her name. I just don't like to get names on
   me. So, I was like, ""Yep, I'm going to get a rose,"" because I have a great
   imagination, and that's all that I could come up with."" Then I got this for
   a song, and this is just right here. I am going to get this one covered up
   because I really hate it.
 
 
  ","Time in the US, Tattoos, Meaning",Zayuri
13470,text,27521,28019,"Zayuri: Okay. This one was the first one. To be honest with you—I don't
   regret the piercings, and I don't regret the tattoos that much—I do wish
   that I had taken better of them, because I scratched them, and I did lots
   of things that you're not supposed to do with tattoos. So, the ink just
   blowed up. Yeah, I got this for a very important person of mine. She's my
   ... What do you call it? Step-sister? She's the daughter of my father, but
   she's not the daughter of my mom.
 
 
  ","Time in the US, Tattoos, Meaning",Zayuri
13471,text,26361,26956,"Zayuri: She was like, ""No. You are keeping your hair down, because you
   cannot show your ears."" I was like, ""Okay."" And the same thing for my
   tattoos too. She was like, ""You need to cover them up because they're not
   professional."" I was like, ""It's like 40 degrees outside. It's really hot
   in here,"" especially because the classrooms are sometimes so tiny that it
   gets so hot in there. I was like, ""You see, I'm not even trying to fight
   with you anymore. I'm going to die of a heat stroke if you don't allow me
   to take my jacket off."" But she was very rude about that.
 
 
  ","Return to Mexico, Jobs/employment/work, Discrimination",Zayuri
13472,text,25873,26360,"Zayuri: No, yeah, I do like them. For example, it has been difficult to
   find a job because of it, because of people that are like, ""You don't look
   professional. I don't think that that's a nice thing to do."" I work here in
   a college, in a private school, and the principal, she was horrible to me.
   She was like, ""You need to cover your ears."" She didn't even allow me to
   put my hair up, even if the weather was too hot.
 
 
   Isabel: Yeah, you're sweaty and stuff.
 
 
  ","Return to Mexico, Jobs/employment/work, Discrimination, Time in the US, Tattoos",Zayuri
13473,text,25455,25709,"Zayuri: Then it went downhill crazy, and I was like, ""You know what? People
   don't like my hair? Well, they're not going to like my piercings. They are
   not going to like my ears. They are not going to like my tattoos and
   everything."" Yeah.
 
 
  ","Time in the US, Tattoos",Zayuri
13474,text,22977,23602,"Zayuri: I try to, but we see it from very different perspectives. For
   example, I took it in a very aesthetic way. That's why I stretch my ears,
   and I've got a couple of my piercings. And I have told my mom this, “This
   is what was beautiful to us. This is what beauty was to us before all the
   colonizing that we had. This is what meant beautiful for us.” She's like,
   ""Yeah, that's too much.” She will wear the traditional clothes, but she
   will look at my body modifications, and she will be like, ""Yeah, that's a
   little bit too much. Yeah, we get it, but that's it."" Yeah, she doesn't
   like them.
 
 
  ","Return to Mexico, Family",Zayuri
13475,text,22443,22788,"Zayuri: For example, I try to see more things in Spanish, and I try to be
   more connected to the culture and everything. Even in the United States, we
   celebrated all the days. We put up an altar on Dia de los Muertos [All
   Souls Day] and everything. My father was like, ""This is who we are, and
   this is what we're going to say.""
 
 
  ","Return to Mexico, Cultural differences",Zayuri
13476,text,21964,22401,"Zayuri: That's a hard one. It's quite hard because if you ask people,
   they're not even going to... I have asked my cousin, ""What do you think of
   me? Do you think I sound more American or you think I sound more Mexican?
   What do you think?"" They were like, ""I don't know. You just sound weird."" I
   was like, ""That's another point to my self-esteem. Thank you."" Oh god, that
   is hard. I'll say I'm more Mexican, I guess.
 
 
  ","Return to Mexico, Discrimination/stigmatization",Zayuri
13477,text,21151,21811,"Zayuri: Yeah. The memes that are funny in Spanish is so hard to translate
   to other people. For example, my roommate, she speaks English and Spanish,
   but she's completely from here. She has never lived in another country. She
   has visited other countries, but she just has lived here. Sometimes I'm
   laughing at a meme from the United States or even worse ones, the German
   ones, are so hard to me to translate, because I'm trying to, “Okay, you see
   this picture right here? Let me put you in context.” Then there's like a 30
   minute rant trying to explain the context. And that's why it's funny. “You
   get it?” “No.” I try. That's it.
 
 
  ","Return to Mexico, Cultural differences",Zayuri
13478,text,20399,20834,"Zayuri: I don't want to say that I gave up, but I did thought, ""Okay, I'm
   just going to work and try to get into college here, do college here, and
   then try to get there,"" because it was a struggle even to pay the college
   in here in pesos. So, I can't imagine having to pay a loan to pay the
   college in the United States. I was thinking of that, just finishing
   college in here and trying to go legally back there.
 
 
  ","Time in the US, Lost opportunities, Immigration status",Zayuri
13479,text,14705,15375,"Zayuri: It wasn't completely new, but I did have to get used to it. It was
   quite traumatic at the beginning, because I was like, ""Why is this place
   like this?” [Fake cries]. Even in the parts where I was living because my
   family doesn't have that much money, so it was a very not nice part. I
   don't know how to describe. So, it was really dangerous. And having to get
   used to like, ""Oh, you can’t go to play basketball at 10:00 PM because
   there's cholos right there, and they might rob you or something like that.""
   So, I was like, ""Okay. Now what? What do we do?"" You just stay in the
   house, but outside's too much, just way too dangerous.
 
 
  ","Return to Mexico, Challenges, Mental Health, Crime and Violence, Cultural differences",Zayuri
13480,text,13857,14216,"Zayuri: Anita. She mentioned the DREAMers program. I think I brought it up
   once with my dad, but he was like, ""No. We have to keep things private.” He
   was just private, and he didn't even want to try to get the papers for us.
   He said that, ""No, we're just going to get a spotlight on us, and that is
   going to be dangerous,"" and all of that.
 
 
  ","Time in the US, DACA, Fear",Zayuri
13481,text,13534,13723,"sabel: Yeah, absolutely. So, looking back on it, you said you felt like
   you were being punished. Did you know of the DACA program? Was that
   available yet or anything like that?
 
 
  ","Time in the US, DACA, Fear",Zayuri
13482,text,11502,11839,"Zayuri: She told me that she wanted to keep us safe, and that was the
   reason. But nowadays she's trying to reconnect with her family and
   everything, but it's still quite hard because the family that did stay
   here, they're like, ""Oh, you guys are so agringados. You think you're
   better than us."" I'm like, ""No, really.""
 
 
  ","Time in the US, Family",Zayuri
13483,text,10942,11461,"Zayuri: I was like, ""Oh my god.” Especially because my mom, she's an
   indigenous woman. My father, he could white pass very easily, but my mom,
   no. She was really distant from talking about that. For example, now that I
   live here and I say that, ""Oh, my mom is an indigenous woman,"" she's like,
   ""Oh, can you spoke a tongue or something like that? Can you spoke another
   language?"" I'm like, ""No."" ""Why not?"" She didn't really like to mention it.
   It wasn't something that she brought up to people.
 
 
  ","Time in the US, Discrimination, Profiling",Zayuri
13484,text,10942,11461,"Zayuri: I was like, ""Oh my god.” Especially because my mom, she's an
   indigenous woman. My father, he could white pass very easily, but my mom,
   no. She was really distant from talking about that. For example, now that I
   live here and I say that, ""Oh, my mom is an indigenous woman,"" she's like,
   ""Oh, can you spoke a tongue or something like that? Can you spoke another
   language?"" I'm like, ""No."" ""Why not?"" She didn't really like to mention it.
   It wasn't something that she brought up to people.
 
 
  ","Time in the US, Family",Zayuri
13485,text,10339,10818,"Zayuri: No, I didn't. My father always told me that we had to be very
   discreet, keep things private. “If they ask you, you were born here. Don't
   mention things about the family and all of that stuff.” He almost made it
   look like, ""Don't say you're Mexican. Just say you're really tan."" That's
   it. [Laughs]. If they ask you, you're really tan. That's it. I was like,
   ""Okay. I'll try my best. I think it's pretty obvious that we're not here,
   but I'll try.""
 
 
  ","Time in the US, Immigration status, Living undocumented, Not knowing status, Learning status",Zayuri
13486,text,10019,10157,"Isabel: Sorry, I should have asked this earlier, but did you then cross the
   border together?
 
 
   Zayuri: [Affirmative sound].
 
 
  ","Mexico, Before the US, Border crossing, General",Zayuri
13487,text,9531,9931,"Zayuri: Yeah. A friend of mine got deported, and my father got scared of
   it—I was about to turn 18, I was like one step away from my birthday. He
   said, ""I think it's about time for you to go to Mexico."" I was like, ""Why?
   Why me? What did I make this time? I've been a good kid."" I saw it as a
   punishment. I was like, ""Why did I did wrong? Why do you think that I have
   to leave?""
 
 
  ","Leaving the US, Reasons for Exit, Voluntary Departure",Zayuri
